date,time,network,video,caption,hashtags
2026-10-16,21:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f51a - Cuantos minutos tiene una.mp4,"20 € de premio el sábado 17 de octubre, y 65 € en premios esta temporada. ¿Cuántos minutos tiene una hora y media? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #matematicas"
2026-10-16,23:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f83a EN - Which country has the.mp4,"€20 prize on Saturday 17 October, and €65 in prizes this season. Which country has the most islands? Did you know it? Say so in the comments. Those who last longest get paid. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #geography"
2026-10-17,10:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f83a - Que pais tiene mas.mp4,"20 € de premio el sábado 17 de octubre, y 65 € en premios esta temporada. ¿Qué país tiene más islas del mundo? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #geografia"
2026-10-17,13:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f95a EN - Which is the largest.mp4,"€20 prize on Saturday 17 October, and €65 in prizes this season. Which is the largest country in the world? Did you know it? Say so in the comments. Those who last longest get paid. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #geography"
2026-10-17,15:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Fab f95a - Cual es el pais.mp4,"20 € de premio el sábado 17 de octubre, y 65 € en premios esta temporada. ¿Cuál es el país más grande del mundo? ¿La sabías? Dilo en comentarios. Los que más aguantan, cobran. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #geografia"
2026-10-17,17:30,tiktok;instagram;youtube;x;threads;bluesky,videos/Fab f54aF EN - Which gas is the.mp4,"€20 prize on Saturday 17 October, and €65 in prizes this season. Which gas is the most abundant in Earth's atmosphere? Did you know it? Say so in the comments. Those who last longest get paid. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #science"
2026-10-11,12:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Vibo Resumen - Asi Fue La Partida.mp4,"Así fue la partida del sábado. Datos reales. Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #resultados"
2026-10-11,16:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Vibo Resumen EN - How It Went.mp4,"How Saturday's game went. Real numbers. Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #results"
2026-10-11,19:00,tiktok;instagram;youtube;x;facebook;threads;bluesky;linkedin,videos/Vibo Repeticion - La Partida Pregunta A Pregunta.mp4,"La partida del sábado, pregunta a pregunta. ¿Hasta dónde habrías llegado tú? Sábado 17 oct 18:00 · gratis · vibo-azure.vercel.app/app","#vibo #trivia #culturageneral #resultados #concurso"
2026-10-11,20:00,tiktok;instagram;youtube;x;threads;bluesky,videos/Vibo Repeticion EN - The Whole Game.mp4,"Saturday's game, question by question. How far would you have got? Saturday 17 Oct 6 PM CET · free · vibo-azure.vercel.app/app","#vibo #trivia #quiz #results #quizshow"
